"","aju_1","aju_2","aju_3"
"118",0,0,0
"119",0,0,0
"120",0,0,0
"121",0,0,0
"122",0,0,0
"123",0,0,0
"124",0,0,0
"125",0,0,0
"126",0,0,0
"127",0,0,0
"128",0,0,0
"129",0,0,0
"130",0,0,0
"131",0,0,0
"132",0,0,0
"133",0,0,0
"134",0,0,0
"135",0,0,0
"136",0,0,0
"137",0,0,0
"138",0,0,0
"139",0,0,0
"140",0,0,0
"141",0,0,0
"142",0,0,0
"143",0,0,0
"144",0,0,0
"145",0,0,0
"146",0,0,0
"147",0,0,0
"148",0,0,0
"149",0,0,0
"150",0,0,0
"151",0,0,0
"152",0,0,0
"153",0,0,0
"154",0,0,0
"155",0,0,0
"156",0,0,0
"157",0,0,0
"158",0,0,0
"159",0,0,0
"160",0,0,0
"161",0,0,0
"162",0,0,0
"163",0,0,0
"164",0,0,0
"165",0,0,0
"166",0,0,0
"167",0,0,0
"168",0,0,0
"169",0,0,0
"170",0,0,0
"171",0,0,0
"172",0,0,0
"173",0,0,0
"174",0,0,0
"175",0,0,0
"176",0,0,0
"177",0,0,0
"178",0,0,0
"179",0,0,0
"180",0,0,0
"181",0,0,0
"182",0,0,0
"183",0,0,0
"184",0,0,0
"185",0,0,0
"186",0,0,0
"187",0,0,0
"188",0,0,0
"189",0,0,0
"190",0,0,0
"191",0,0,0
"192",0,0,0
"193",0,0,0
"194",0,0,0
"195",0,0,0
"196",0,0,0
"197",0,0,0
"198",0,0,0
"199",0,0,0
"200",0,0,0
"201",0,0,0
"202",0,0,0
"203",0,0,0
"204",0,0,0
"205",0,0,0
"206",0,0,0
"207",0,0,0
"208",0,0,0
"209",0,0,0
"210",0,0,0
"211",0,0,0
"212",0,0,0
"213",0,0,0
"214",0,0,0
"215",0,0,0
"216",0,0,0
"217",0,0,0
"218",0,0,0
"219",0,0,0
"220",0,0,0
"221",0,0,0
"222",0,0,0
"223",0,0,0
"224",0,0,0
"225",0,0,0
"226",0,0,0
"227",0,0,0
"228",0,0,0
"229",0,0,0
"230",0,0,0
"231",0,0,0
"232",0,0,0
"233",0,0,0
"234",0,0,0
"235",0,0,0
"236",0,0,0
"237",0,0,0
"238",0,0,0
"239",0,0,0
"240",0,0,0
"241",0,0,0
"242",0,0,0
"243",0,0,0
"244",0,0,0
"245",0,0,0
"246",0,0,0
"247",0,0,0
"248",0,0,0
"249",0,0,0
"250",0,0,0
"251",0,0,0
"252",0,0,0
"253",0,0,0
"254",0,0,0
"255",0,0,0
"256",0,0,0
"257",0,0,0
"258",0,0,0
"259",0,0,0
"260",0,0,0
"261",0,0,0
"262",0,0,0
"263",0,0,0
"264",0,0,0
"265",0,0,0
"266",0,0,0
"267",0,0,0
"268",0,0,0
"269",0,0,0
"270",0,0,0
"271",0,0,0
"272",0,0,0
"273",0,0,0
"274",0,0,0
"275",0,0,0
"276",0,0,0
"277",0,0,0
"278",0,0,0
"279",0,0,0
"280",0,0,0
"281",0,0,0
"282",0,0,0
"283",0,0,0
"284",0,0,0
"285",0,0,0
"286",0,0,0
"287",0,0,0
"288",0,0,0
"289",0,0,0
"290",0,0,0
"291",0,0,0
"292",0,0,0
"293",0,0,0
"294",0,0,0
"295",0,0,0
"296",0,0,0
"297",0,0,0
"298",0,0,0
"299",0,0,0
"300",0,0,0
"301",0,0,0
"302",0,0,0
"303",0,0,0
"304",0,0,0
"305",0,0,0
"306",0,0,0
"307",0,0,0
"308",0,0,0
"309",0,0,0
"310",0,0,0
"311",0,0,0
"312",0,0,0
"313",0,0,0
"314",0,0,0
"315",0,0,0
"316",0,0,0
"317",0,0,0
"318",0,0,0
"319",0,0,0
"320",0,0,0
"321",0,0,0
"322",0,0,0
"323",0,0,0
"324",0,0,0
"325",0,0,0
"326",0,0,0
"327",0,0,0
"328",0,0,0
"329",0,0,0
"330",0,0,0
"331",0,0,0
"332",0,0.0000000068662738657794,0.0000000068662738657794
"333",0.00000732900431103368,0.00000733948149316413,0.00000733948149316413
"334",0.0000161930550935673,0.000016207097619965,0.000016207097619965
"335",0.0000261785170708494,0.0000261995351683828,0.0000261995351683828
"336",0.0000411490501242401,0.0000412067114662986,0.0000412067114662986
"337",0.0000825483240578731,0.0000826347069876054,0.0000826347069876054
"338",0.0001354395094335,0.000135604425853037,0.000135604425853037
"339",0.00022808053424411,0.000228335495233335,0.000228335495233335
"340",0.000357237894079342,0.000357648238995695,0.000357648238995695
"341",0.000557266057476904,0.000557882928565282,0.000557882928565282
"342",0.000838967673032095,0.000839830231273644,0.000839830231273644
"343",0.00118695346580642,0.00118812197139571,0.00118812197139571
"344",0.00162922909734012,0.00163077332752391,0.00163077332752391
"345",0.00217016950889994,0.00217211845484166,0.00217211845484166
"346",0.00279353871173047,0.00279589326839967,0.00279589326839967
"347",0.00347739638695629,0.00348022779702913,0.00348022779702913
"348",0.00424375588790254,0.00424710241550504,0.00424710241550504
"349",0.00509008959407322,0.00509404144578835,0.00509404144578835
"350",0.0060067808367998,0.00601141241106978,0.00601141241106978
"351",0.00700795949165449,0.00701328000354836,0.00701328000354836
"352",0.00806158318632241,0.00806758199197346,0.00806758199197346
"353",0.00914558936672405,0.00915320628420972,0.00915320628420972
"354",0.0101932344066673,0.0102035708988839,0.0102035708988839
"355",0.0111985881823142,0.0112112462473574,0.0112112462473574
"356",0.0121693083485587,0.0121854150046224,0.0121854150046224
"357",0.0130721144880636,0.0130972881789032,0.0130972881789032
"358",0.0138920930557076,0.0139272027340639,0.0139272027340639
"359",0.0146347456364196,0.0146879864954745,0.0146879864954745
"360",0.0153208725748336,0.0153960740116691,0.0153960740116691
"361",0.0159257638336825,0.0160382975742151,0.0160382975742151
"362",0.0164497720968971,0.0166125457468444,0.0166125457468444
"363",0.016880125777998,0.0171000282216755,0.0171000282216755
"364",0.0172198854280647,0.0175139465878729,0.0175139465878729
"365",0.0174710911915429,0.0178533768644179,0.0178533768644179
"366",0.0176595528444563,0.018140817623995,0.018140817623995
"367",0.0178166809629432,0.0183991128701133,0.0183991128701133
"368",0.0179358005099466,0.0186347296528189,0.0186347296528189
"369",0.0180266961964427,0.0188534579579188,0.0188534579579188
"370",0.0180964966631233,0.0190649181645506,0.0190649181645506
"371",0.0181584593800166,0.0192799051674674,0.0192799051674674
"372",0.018220721823467,0.0195049141358224,0.0195049141358224
"373",0.0182950944036772,0.0197412183173823,0.0197412183173823
"374",0.0183810737396494,0.0199836905036933,0.0199836905036933
"375",0.0184716130179624,0.0202285737466509,0.0202285737466509
"376",0.0185849945716763,0.0204886210000087,0.0204886210000087
"377",0.0187268318108441,0.0207710569524509,0.0207710569524509
"378",0.0189093356147439,0.0210828288983591,0.0210828288983591
"379",0.019141669829692,0.021432540041659,0.021432540041659
"380",0.0194277325369088,0.0218230079853129,0.0218230079853129
"381",0.0197560213178971,0.0222470896266301,0.0222470896266301
"382",0.0201052814347576,0.0226821987839802,0.0226821987839802
"383",0.0205031040587164,0.0231551839499029,0.0231551839499029
"384",0.0209545691253122,0.0236709774481081,0.0236709774481081
"385",0.0214597778840335,0.0242280056798409,0.0242280056798409
"386",0.0220242016238102,0.0248323592309249,0.0248323592309249
"387",0.0226548520681701,0.0254941887399116,0.0254941887399116
"388",0.0233444507373447,0.0262101626389519,0.0262101626389519
"389",0.024052402134471,0.0269404632065086,0.0269404632065086
"390",0.0248192625610001,0.0277260589989307,0.0277260589989307
"391",0.0256342535888541,0.0285575703290112,0.0285575703290112
"392",0.0265003682385448,0.0294401310671898,0.0294401310671898
"393",0.027415253181425,0.0303722686365329,0.0303722686365329
"394",0.0283966728441303,0.0313711961782238,0.0313711961782238
"395",0.0294542602378477,0.0324462102781533,0.0324462102781533
"396",0.0305183738870853,0.0335337697510138,0.0335337697510138
"397",0.0316184142079895,0.0346622536643123,0.0346622536643123
"398",0.0327646319059694,0.0358437965315268,0.0358437965315268
"399",0.0339607296789562,0.0370820897252123,0.0370820897252123
"400",0.0352075458576005,0.0383788004749126,0.0383788004749126
"401",0.0365189349879194,0.0397424945575086,0.0397424945575086
"402",0.0379040083392884,0.0411787842799887,0.0411787842799887
"403",0.0392649495638058,0.0426026262706503,0.0426026262706503
"404",0.0406463585073242,0.0440537802940591,0.0440537802940591
"405",0.042046419740131,0.045531515605011,0.045531515605011
"406",0.0434784348675374,0.0470491083948336,0.0470491083948336
"407",0.0449400169421352,0.0486031261581668,0.0486031261581668
"408",0.0464273276051492,0.0501855438529907,0.0501855438529907
"409",0.047959627556982,0.0518132887682036,0.0518132887682036
"410",0.0494505166514693,0.0534133124615648,0.0534133124615648
"411",0.0509135526832399,0.0549908201669861,0.0549908201669861
"412",0.0523139099630707,0.0565126915216294,0.0565126915216294
"413",0.0536637878712556,0.057988175775077,0.057988175775077
"414",0.0549613510228011,0.0594148852708438,0.0594148852708438
"415",0.0562284882466485,0.0608116101428724,0.0608116101428724
"416",0.0575214781128346,0.0622343652328538,0.0622343652328538
"417",0.0587678626260528,0.0636174388109784,0.0636174388109784
"418",0.0599935395200106,0.0649841500495967,0.0649841500495967
"419",0.061206023995781,0.0663448838279296,0.0663448838279296
"420",0.062420279493165,0.0677107814262568,0.0677107814262568
"421",0.0636637486407894,0.0691072205410559,0.0691072205410559
"422",0.0649647903282865,0.0705616365521017,0.0705616365521017
"423",0.0663575529236592,0.0721036877597596,0.0721036877597596
"424",0.067765101539395,0.0736649962307253,0.0736649962307253
"425",0.069258756737996,0.0753152112529063,0.0753152112529063
"426",0.0708374729756725,0.0770549004486222,0.0770549004486222
"427",0.0725250432797271,0.0789048725486365,0.0789048725486366
"428",0.0743002866956995,0.0808406671405506,0.0808406671405506
"429",0.0761590904408464,0.0828559803718249,0.0828559803718249
"430",0.0781007351942788,0.0849423932210715,0.0849423932210715
"431",0.079996113221045,0.0869819069411351,0.0869819069411351
"432",0.0818747525045831,0.0890132740169691,0.0890132740169691
"433",0.0837874904071256,0.0910819062020856,0.0910819062020856
"434",0.0857558717577836,0.0932064758774427,0.0932064758774427
"435",0.0877857872692392,0.095391815602951,0.095391815602951
"436",0.0898981848769983,0.0976571888917155,0.0976571888917155
"437",0.0921381473394346,0.100044563478352,0.100044563478352
"438",0.0943702533661308,0.102427665761861,0.102427665761861
"439",0.0966102835334318,0.10481846639361,0.10481846639361
"440",0.0988466339842327,0.107206343406185,0.107206343406185
"441",0.101110699354942,0.109626856647946,0.109626856647946
"442",0.10341338443765,0.112089239710469,0.112089239710469
"443",0.105806348775741,0.114642563605081,0.114642563605081
"444",0.108376883827182,0.117372466837107,0.117372466837107
"445",0.110995105717014,0.120164051616198,0.120164051616198
"446",0.113619751561286,0.122967020886173,0.122967020886173
"447",0.116228114697097,0.125761725920023,0.125761725920023
"448",0.118824198786629,0.128554013743331,0.128554013743331
"449",0.121414303799702,0.131346269142392,0.131346269142392
"450",0.124011444392755,0.134148905108121,0.134148905108121
"451",0.126699704880346,0.137030782071458,0.137030782071458
"452",0.12939768490538,0.139931941612286,0.139931941612286
"453",0.132139104109322,0.142888575735503,0.142888575735503
"454",0.134903872878414,0.14588262031463,0.14588262031463
"455",0.137682449100591,0.148908779473019,0.148908779473019
"456",0.140532219845137,0.152021978795506,0.152021978795506
"457",0.143442154837998,0.155195995564434,0.155195995564434
"458",0.146441881799808,0.15846304821678,0.15846304821678
"459",0.149473593539087,0.161768943746586,0.161768943746586
"460",0.152554740140443,0.165134819214574,0.165134819214574
"461",0.155686468245282,0.168556887028678,0.168556887028678
"462",0.158878282529876,0.172050716225297,0.172050716225297
"463",0.162132215938511,0.175618052394145,0.175618052394145
"464",0.165460766297314,0.179270319988055,0.179270319988055
"465",0.168886348868937,0.183018515558405,0.183018515558405
"466",0.172299250095232,0.186768349702085,0.186768349702085
"467",0.175733520279474,0.190546440463333,0.190546440463333
"468",0.179194067906323,0.194353710080643,0.194353710080643
"469",0.182622016378959,0.198135106073846,0.198135106073846
"470",0.186058602036787,0.201930868381761,0.201930868381761
"471",0.189560166173865,0.205790615011673,0.205790615011673
"472",0.193164787560271,0.209744109490515,0.209744109490515
"473",0.19675754623704,0.2137094666065,0.2137094666065
"474",0.20032261558378,0.217653494804215,0.217653494804215
"475",0.203844551485455,0.221556569350529,0.221556569350529
"476",0.207334417218037,0.225448191506093,0.225448191506093
"477",0.210790794953196,0.229312896183765,0.229312896183765
"478",0.214257380804239,0.233176821355127,0.233176821355127
"479",0.217787556349713,0.237093609648069,0.237093609648069
"480",0.221280846578172,0.240991662753525,0.240991662753525
"481",0.224752991917577,0.244882214662607,0.244882214662607
"482",0.228173817092201,0.248737172748916,0.248737172748916
"483",0.231536162858511,0.252552998613802,0.252552998613802
"484",0.234858773394498,0.256335604255602,0.256335604255602
"485",0.238149058217723,0.260069972813373,0.260069972813373
"486",0.24149056976566,0.263839345633437,0.263839345633437
"487",0.244818762939358,0.267597607455619,0.267597607455619
"488",0.248187119076503,0.271382594279968,0.271382594279968
"489",0.25157925993121,0.275154476383923,0.275154476383923
"490",0.254999626602745,0.278958953136227,0.278958953136227
"491",0.258555380311899,0.282880168619651,0.282880168619651
"492",0.262295414211342,0.286971922369847,0.286971922369847
"493",0.266277040944884,0.291285344933702,0.291285344933702
"494",0.270404428352562,0.295748737683073,0.295748737683073
"495",0.274720411872667,0.300389079262657,0.300389079262657
"496",0.279209951536266,0.305188703907754,0.305188703907754
"497",0.283857958074144,0.310125969897313,0.310125969897313
"498",0.28868416815704,0.315222042998083,0.315222042998083
"499",0.293679201544515,0.32045723151937,0.32045723151937
"500",0.29888532335072,0.325886385289566,0.325886385289566
"501",0.304139235108043,0.331397512811811,0.331397512811811
"502",0.309408530602036,0.336939749889084,0.336939749889084
"503",0.314669321784182,0.342502780356954,0.342502780356954
"504",0.319793866728421,0.347958988967284,0.347958988967284
"505",0.324741831110814,0.353262441895521,0.353262441895521
"506",0.329523237356429,0.358411410429812,0.358411410429812
"507",0.33418824071195,0.363450614057548,0.363450614057548
"508",0.338630964732603,0.368308339313377,0.368308339313377
"509",0.342905068843377,0.373021442477939,0.373021442477939
"510",0.347005514175434,0.377585787157233,0.377585787157233
"511",0.350886442012086,0.381959822807925,0.381959822807925
"512",0.354573028189869,0.386174516627615,0.386174516627615
"513",0.358074855375868,0.390218202956321,0.390218202956321
"514",0.361480154803745,0.394167822623166,0.394167822623166
"515",0.364760632945061,0.398026555769561,0.398026555769561
"516",0.36797869164454,0.401847927680856,0.401847927680856
"517",0.371118138701096,0.405606612973864,0.405606612973864
"518",0.374178931020036,0.409291357400928,0.409291357400928
"519",0.377136765913651,0.412881794438173,0.412881794438173
"520",0.379992839174005,0.416381914361113,0.416381914361113
"521",0.382784941554849,0.419803614236606,0.419803614236606
"522",0.385430131651607,0.423115842989298,0.423115842989298
"523",0.387950089651613,0.426315283150136,0.426315283150136
"524",0.390351010092379,0.429418892366576,0.429418892366576
"525",0.392601391941021,0.432400134402995,0.432400134402995
"526",0.394681902091722,0.435236460943489,0.435236460943489
"527",0.396602089117913,0.437929824979138,0.437929824979138
"528",0.398408721831485,0.440493273866211,0.440493273866212
"529",0.400008218951936,0.442908896531869,0.442908896531869
"530",0.401449270589257,0.445185923548464,0.445185923548464
"531",0.402731804484778,0.44732281460193,0.44732281460193
"532",0.403889955565298,0.449363363291097,0.449363363291097
"533",0.4049479827158,0.451320120268189,0.451320120268189
"534",0.405934345607195,0.453206451747119,0.453206451747119
"535",0.406860985717549,0.455020826081842,0.455020826081842
"536",0.407706569836841,0.456790057219024,0.456790057219024
"537",0.408507824278238,0.458524527456558,0.458524527456558
"538",0.409280536446693,0.460240015313682,0.460240015313682
"539",0.410069359331716,0.461972345968297,0.461972345968297
"540",0.410890389998671,0.463720447928186,0.463720447928186
"541",0.411766221512933,0.465492537322894,0.465492537322894
"542",0.4127005073084,0.467285767286305,0.467285767286305
"543",0.413628115785134,0.469098636536173,0.469098636536173
"544",0.414612550718256,0.470959361758114,0.470959361758114
"545",0.415645186249928,0.472845320990485,0.472845320990485
"546",0.416737627879263,0.474762486487712,0.474762486487712
"547",0.417913986552335,0.476730359924278,0.476730359924278
"548",0.419195560881562,0.478765368412467,0.478765368412467
"549",0.420545115208327,0.480822887839139,0.480822887839139
"550",0.421886616978961,0.482883880962259,0.482883880962259
"551",0.423263054510718,0.484956485597384,0.484956485597384
"552",0.424662036947821,0.487030228824884,0.487030228824884
"553",0.426095197735283,0.489108406449227,0.489108406449228
"554",0.427549848728953,0.491177723990403,0.491177723990403
"555",0.429076095187325,0.493280358930187,0.493280358930187
"556",0.430673860691544,0.495425188286536,0.495425188286536
"557",0.432239125711531,0.497527186633073,0.497527186633073
"558",0.433842046966139,0.4996291351609,0.4996291351609
"559",0.435465782902833,0.501722967399669,0.501722967399669
"560",0.437083949372986,0.503777793120091,0.503777793120091
"561",0.438694887023378,0.505794826657297,0.505794826657297
"562",0.440306398011532,0.507765710822172,0.507765710822172
"563",0.441872556436639,0.509660746792057,0.509660746792057
"564",0.443314508972387,0.511420103000033,0.511420103000033
"565",0.444727792519974,0.513127518787296,0.513127518787296
"566",0.446093343284413,0.514760894416878,0.514760894416878
"567",0.447417970613054,0.516329194102662,0.516329194102662
"568",0.448676318604667,0.517811751571662,0.517811751571662
"569",0.449893799634447,0.519229594197113,0.519229594197113
"570",0.451076618256436,0.520597672998054,0.520597672998054
"571",0.452125368609288,0.521844718947861,0.521844718947861
"572",0.453133472706004,0.52303954870661,0.52303954870661
"573",0.454097227650666,0.524191323163817,0.524191323163817
"574",0.455005172358162,0.525287056514106,0.525287056514106
"575",0.455872668304909,0.526349897459939,0.526349897459939
"576",0.456784563431582,0.527458645355447,0.527458645355447
"577",0.457759471057946,0.528632878278742,0.528632878278742
"578",0.458673225591051,0.529780125704726,0.529780125704726
"579",0.459604852254367,0.530951972289429,0.530951972289429
"580",0.460533150362911,0.53212946536315,0.53212946536315
"581",0.461464158588882,0.533318231442928,0.533318231442928
"582",0.462395512661902,0.534517360008143,0.534517360008143
"583",0.463359387213537,0.535744775764393,0.535744775764393
"584",0.464368438762984,0.537012178720389,0.537012178720389
"585",0.465293856888076,0.538218316034136,0.538218316034136
"586",0.466189406848248,0.53940065940284,0.53940065940284
"587",0.46705131346802,0.540549488639984,0.540549488639984
"588",0.467885148388907,0.541676833756687,0.541676833756687
"589",0.468689009946232,0.542775400624668,0.542775400624668
"590",0.469480669255159,0.543851229320534,0.543851229320534
"591",0.47027413186054,0.544917891178536,0.544917891178536
"592",0.470964518046504,0.545897855865934,0.545898003095043
"593",0.471586685342799,0.546804376496047,0.546804817469314
"594",0.472145954220864,0.547641264950726,0.547642143881859
"595",0.472653577658435,0.548421664759645,0.548423202353802
"596",0.473109101836489,0.549142236448537,0.549144682388874
"597",0.473541390309882,0.549834807763922,0.5498383300694
"598",0.473997329274497,0.550541326835624,0.550546035130706
"599",0.474403491144851,0.551214532194049,0.55122228434947
"600",0.47479912317244,0.551870285615842,0.551882915638446
"601",0.475190781186706,0.552516509263541,0.552535970068175
"602",0.475588163873098,0.553155335345194,0.553183560326035
"603",0.475992238967794,0.553793039080943,0.553831895664867
"604",0.476418567204411,0.554445775264142,0.554496451298629
"605",0.476883330560605,0.555125514262114,0.555188917658183
"606",0.477333639171699,0.555794600357161,0.555872641619982
"607",0.47779858172084,0.556466392110337,0.556561276676475
"608",0.478276972824984,0.557143404900279,0.557257432162513
"609",0.478773365884249,0.557830698772039,0.557966723084029
"610",0.479281786022186,0.558519362984951,0.558681059718686
"611",0.479773367193186,0.559181062460273,0.559371178270756
"612",0.480273691264797,0.559841047692912,0.560061078458483
"613",0.480725080753977,0.560446633560456,0.560701663743196
"614",0.481146712882939,0.561008682662472,0.561303869802772
"615",0.481535283954144,0.561523693026277,0.561864109132365
"616",0.481892717752422,0.561998160391659,0.562388932256016
"617",0.482217482185445,0.562433039714232,0.562879210771092
"618",0.482519709944441,0.562838348519959,0.563343349329066
"619",0.482820826085816,0.563233243986676,0.563799001665037
"620",0.483069346976786,0.56357654643506,0.564209314090005
"621",0.483297922901647,0.563894530319298,0.564601569164849
"622",0.483510880526342,0.564194090892138,0.564983652021727
"623",0.483708400639243,0.564476205790492,0.565357196532089
"624",0.483919083737489,0.564771572310741,0.565751486628319
"625",0.484142689190797,0.565078390825675,0.566161961513027
"626",0.484388128224761,0.565401714321591,0.566592306852446
"627",0.484609057724355,0.565708027909934,0.567010571380593
"628",0.484825332584313,0.566007134575947,0.567428792785115
"629",0.485026501658561,0.566290990459193,0.567840703751899
"630",0.485207117427577,0.566555774013087,0.568243215111422
"631",0.485360120845717,0.566791093855548,0.568625148381616
"632",0.485492272852976,0.567001064855654,0.56898790633022
"633",0.485619611666394,0.567199383881546,0.569341116929714
"634",0.485701869343927,0.567355319778729,0.569659954783754
"635",0.4857481763278,0.56747042711398,0.569947052509842
"636",0.485749542802649,0.567536375685704,0.570195491647736
"637",0.485694680815308,0.567542494702375,0.570395371906536
"638",0.485587826001987,0.567492176057793,0.570548499690587
"639",0.485446925083245,0.567401260312005,0.570667524164781
"640",0.485292527825637,0.567288437117893,0.570765649497665
"641",0.485096954182517,0.567123247245669,0.570804786850086
"642",0.48486744058131,0.566930043770772,0.570819616278536
"643",0.484619094022615,0.566715600033996,0.570821230241166
"644",0.484355495642149,0.566482954049718,0.570813647189709
"645",0.484079206744661,0.566236819226886,0.570804319884994
"646",0.483800333769006,0.565983023895161,0.570795400548146
"647",0.483526770767623,0.565728534568741,0.570788903436038
"648",0.483236478444755,0.565460870876744,0.570778870723672
"649",0.482943283752674,0.565187363697711,0.570773497710142
"650",0.482646882197611,0.564907935983038,0.570772674298245
"651",0.482349160067063,0.564625299725966,0.570776806028238
"652",0.482051987074498,0.564341297438434,0.570790737692059
"653",0.481758633960564,0.564056262220624,0.57081362411487
"654",0.481475901517998,0.563776913053043,0.570847347691181
"655",0.481195486716894,0.563506630421128,0.570916271240411
"656",0.480917037204486,0.563232580455241,0.570998024751999
"657",0.48063981069192,0.562954822202884,0.571088047571741
"658",0.480363204290435,0.562673948683116,0.57118838466506
"659",0.480088987483621,0.562390375794418,0.571300184285088
"660",0.479819652330002,0.562106660643357,0.571425299522194
"661",0.479561416907821,0.561830530389636,0.571563813926247
"662",0.479293385958817,0.561542563338081,0.571706407297285
"663",0.479029143730449,0.561255630413639,0.571869659352798
"664",0.478767280629042,0.560969742894298,0.572057087704356
"665",0.478507909002585,0.560682499616319,0.572272871046867
"666",0.478256034186594,0.560399961088114,0.572525754609269
"667",0.478015423865081,0.560126465886975,0.572818382380815
"668",0.477796549781678,0.559871997621247,0.57314783590051
"669",0.477574489993003,0.559614650219558,0.57350798004417
"670",0.477367227104827,0.559371225001759,0.573921501060783
"671",0.477173883426401,0.55914050707891,0.574395502084803
"672",0.476991100152587,0.558919893179355,0.574929813526271
"673",0.476820053418605,0.55871083624617,0.575528944776225
"674",0.476664577660157,0.558517049005298,0.576197192608875
"675",0.476531663261746,0.558344157692074,0.576927268355366
"676",0.476399398909329,0.558175102408162,0.577710225426854
"677",0.476288483316136,0.55802720446951,0.578562759420097
"678",0.476196950185798,0.5578936430586,0.57942545158939
"679",0.476101631695234,0.557761549147545,0.580327009466333
"680",0.476013720276982,0.55763675589075,0.581276071024617
"681",0.475931098200117,0.557516779424538,0.58226927348901
"682",0.475863701263877,0.557410360956605,0.583308553142351
"683",0.475783731770928,0.557294540103796,0.584366059850755
"684",0.475702582104263,0.557177702543817,0.585447956574594
"685",0.475621048030769,0.557061118560228,0.586550319215849
"686",0.475536446766079,0.556942575135469,0.587666051204169
"687",0.475462076987979,0.556835183346146,0.588802002750946
"688",0.475395761863519,0.556736152546889,0.589955725505629
"689",0.475358063149567,0.55666405607309,0.591144436479167
"690",0.475314119819325,0.556589326635129,0.592332736070162
"691",0.475268762460308,0.556514071951352,0.593521938115736
"692",0.475239806760893,0.556457856314733,0.594777970466015
"693",0.475214759603304,0.556404908439027,0.596022882909967
"694",0.475196355452224,0.556353737421591,0.597205890658255
"695",0.475162667257695,0.556282279488286,0.598280379023121
"696",0.475111038472163,0.55619370884725,0.599308808808954
"697",0.475045325392005,0.556101098834065,0.600338289352636
"698",0.47499612955623,0.556026696959471,0.601396919459059
"699",0.474974625094218,0.555979812720256,0.602488703968527
"700",0.474967217567898,0.555947161477048,0.603589428921563
"701",0.474973577907514,0.555922806305578,0.604642605177283
"702",0.47494969724947,0.555863003845451,0.605576696595362
"703",0.474895117045902,0.555777242226606,0.606478329782222
"704",0.474842312127759,0.555700399623998,0.607395494712574
"705",0.474811878951582,0.555647963386385,0.608351847275886
"706",0.474813489225626,0.555628194820449,0.609355312406111
"707",0.474841908730447,0.555631382660495,0.610350440880278
"708",0.474900121217871,0.555679062481474,0.611459151146924
"709",0.475028437163163,0.555804684991228,0.612742804105506
"710",0.475219505774417,0.555994587660483,0.614124160703977
"711",0.475423869217253,0.556203193157339,0.615529829830923
"712",0.475638237319193,0.556424678015817,0.616953592023618
"713",0.475872880921662,0.556669240290955,0.618405416184525
"714",0.476130135315748,0.556940268048308,0.619899081916555
"715",0.476437578582991,0.557263995420677,0.621515085606746
"716",0.47681413179093,0.557660638871756,0.623307983309989
"717",0.477242961813867,0.558109267771861,0.625166529503216
"718",0.477673260135575,0.558564723833919,0.62702379485642
"719",0.478087230904866,0.559006194964938,0.628854225276596
"720",0.478490179407206,0.559438777698257,0.630662590826118
"721",0.478901196288746,0.55988328925442,0.632528416637161
"722",0.479292000535446,0.560302241197879,0.634354917400161
"723",0.479655328114888,0.560687508383562,0.63613963050889
"724",0.480025143611802,0.561078845049911,0.637921274607089
"725",0.480367362092887,0.561445837579804,0.639654967899429
"726",0.480669824713976,0.561774009149694,0.641320557495374
