"","date","beta_v","Re"
"44","2020-04-04",0.350082801711359,0.108843600870851
"45","2020-04-05",0.372443571776868,0.105711647093027
"46","2020-04-06",0.368026709253989,0.0995474694786198
"47","2020-04-07",0.36519402911091,0.0959394526231838
"48","2020-04-08",0.34955725140863,0.0903034789174722
"49","2020-04-09",0.333600860229637,0.0825015351890355
"50","2020-04-10",0.300935439087065,0.0722054666082186
"51","2020-04-11",0.294381747358826,0.0689063561496337
"52","2020-04-12",0.32428001879575,0.0738848859967631
"53","2020-04-13",0.350123090451312,0.0773207545731162
"54","2020-04-14",0.335706631399409,0.0722214582632014
"55","2020-04-15",0.33030142113362,0.0703515063633294
"56","2020-04-16",0.304280003196339,0.0648824323550332
"57","2020-04-17",0.281179716350757,0.0597380653291079
"58","2020-04-18",0.246387324002406,0.0523356846057518
"59","2020-04-19",0.222335193061051,0.0476223833725093
"60","2020-04-20",0.186902107783932,0.040701557582245
"61","2020-04-21",0.187205350569071,0.0413865183899914
"62","2020-04-22",0.189583215279726,0.0423463129166341
"63","2020-04-23",0.184796186222572,0.0415749934142655
"64","2020-04-24",0.187209240282859,0.0427314642437477
"65","2020-04-25",0.187251799920623,0.0436514517337408
"66","2020-04-26",0.165131338844655,0.0393063136860129
"67","2020-04-27",0.181334816775501,0.0442804819723588
"68","2020-04-28",0.199879444964491,0.0499788354202844
"69","2020-04-29",0.206508749462719,0.0525067460598199
"70","2020-04-30",0.206955450637873,0.0516007515730222
"71","2020-05-01",0.181444967238955,0.0411354255523287
"72","2020-05-02",0.172475361887906,0.0390709493256277
"73","2020-05-03",0.181219158513409,0.0413249950063873
"74","2020-05-04",0.203745114416487,0.0465769647683208
"75","2020-05-05",0.194173124002657,0.0443638035744275
"76","2020-05-06",0.178549787549519,0.0408081005254249
"77","2020-05-07",0.180986614088331,0.0428184780098037
"78","2020-05-08",0.194908653193188,0.0506746587391824
"79","2020-05-09",0.221986305299158,0.0580000382086327
"80","2020-05-10",0.248969634753427,0.0650247713820501
"81","2020-05-11",0.234844091874265,0.0615766001630891
"82","2020-05-12",0.244978993890734,0.0652954011430972
"83","2020-05-13",0.280068559262418,0.0708630611782747
"84","2020-05-14",0.299382149779479,0.0773957845738076
"85","2020-05-15",0.294973913264809,0.0788073978231076
"86","2020-05-16",0.272050348574903,0.0739205213461452
"87","2020-05-17",0.249634775286277,0.0692833298577183
"88","2020-05-18",0.236968378174209,0.0675809634106091
"89","2020-05-19",0.229563061987199,0.0597187223437679
"90","2020-05-20",0.186840544699956,0.0528205846011457
"91","2020-05-21",0.152920241613134,0.0443094202127199
"92","2020-05-22",0.131908332795469,0.0406210364840251
"93","2020-05-23",0.118091138704252,0.0386873800464846
"94","2020-05-24",0.0954491440954971,0.0329412527749007
"95","2020-05-25",0.0729539094610533,0.0262587919545643
"96","2020-05-26",0.048945757889787,0.0198148410226148
"97","2020-05-27",0.0487893401549307,0.0207220276047825
"98","2020-05-28",0.0514279201199063,0.022743945195559
"99","2020-05-29",0.0590119070115363,0.0260485783496719
"100","2020-05-30",0.0583813176040995,0.0259613140906109
"101","2020-05-31",0.0690250176898056,0.0307243031801798
"102","2020-06-01",0.08819393486292,0.0464908028063107
"103","2020-06-02",0.094559459957035,0.0500489713058307
"104","2020-06-03",0.0958646744800625,0.0430773588399753
"105","2020-06-04",0.0958369464958311,0.0439320474448992
"106","2020-06-05",0.0970335956252321,0.0460142221703428
"107","2020-06-06",0.0976024717223219,0.0472848121525446
"108","2020-06-07",0.0864020700355207,0.0432507602907196
"109","2020-06-08",0.0784364134304811,0.0405546671555081
"110","2020-06-09",0.0839567179335407,0.0449715016312214
"111","2020-06-10",0.0846789830099842,0.0473274292327823
"112","2020-06-11",0.0880193529737935,0.051252771079977
"113","2020-06-12",0.0883993502229296,0.052038171780518
"114","2020-06-13",0.0957902641881338,0.0572331189297293
"115","2020-06-14",0.111065576125937,0.0672810327082408
"116","2020-06-15",0.109147552810246,0.0666657660057438
"117","2020-06-16",0.120607828709627,0.0740091480494681
"118","2020-06-17",0.150246054793593,0.0931148391460284
"119","2020-06-18",0.196752899217818,0.123588928265821
"120","2020-06-19",0.220196001587539,0.14174735629542
"121","2020-06-20",0.244991785120233,0.15686674006278
"122","2020-06-21",0.259438090670734,0.168373202983342
"123","2020-06-22",0.287212137115694,0.187429951503953
"124","2020-06-23",0.326160596367424,0.216662493462049
"125","2020-06-24",0.330899306817477,0.22439227421884
"126","2020-06-25",0.339681244543966,0.231163485317614
"127","2020-06-26",0.381265403524431,0.257593799918349
"128","2020-06-27",0.396999813340026,0.275372033791853
"129","2020-06-28",0.395444711354883,0.275790404969104
"130","2020-06-29",0.37523199254626,0.26564663779249
"131","2020-06-30",0.318678580477375,0.228817074062805
"132","2020-07-01",0.291676010216897,0.209968630897689
"133","2020-07-02",0.243448859913346,0.179370635812113
"134","2020-07-03",0.173249079274163,0.129302859253299
"135","2020-07-04",0.125810553989629,0.0947533200904749
"136","2020-07-05",0.0937884037588459,0.0713343114695444
"137","2020-07-06",0.076708160528889,0.0590433669899506
"138","2020-07-07",0.0757318000839263,0.0588751378227967
"139","2020-07-08",0.0726391327814883,0.0577310626015487
"140","2020-07-09",0.0675814023700068,0.0545914293071156
"141","2020-07-10",0.0705313439750412,0.057601941033788
"142","2020-07-11",0.0759618737703166,0.0628485289940772
"143","2020-07-12",0.0925953600288118,0.0775973683157369
"144","2020-07-13",0.102899386700378,0.087142550614073
"145","2020-07-14",0.0996592626555158,0.0854439874620831
"146","2020-07-15",0.0930188030294421,0.0803234449245504
"147","2020-07-16",0.089979796197729,0.0781353332700765
"148","2020-07-17",0.0922800587918932,0.0807130359123053
"149","2020-07-18",0.0985888870813679,0.0866157697498617
"150","2020-07-19",0.0902249533544196,0.0797815070699245
"151","2020-07-20",0.0881087867559623,0.0783199005473749
"152","2020-07-21",0.0942697766283232,0.0839710921126278
"153","2020-07-22",0.111809337701228,0.100075974529932
"154","2020-07-23",0.125617646050961,0.113174833665799
"155","2020-07-24",0.135402667452829,0.123018850020383
"156","2020-07-25",0.162812483981707,0.149226612869372
"157","2020-07-26",0.174588223468851,0.161205857988715
"158","2020-07-27",0.192616592880337,0.179309144882831
"159","2020-07-28",0.223103359988571,0.209911577031533
"160","2020-07-29",0.238258881716362,0.225219313489857
"161","2020-07-30",0.262452550930426,0.249983912291428
"162","2020-07-31",0.279075832520044,0.267752188229914
"163","2020-08-01",0.272274546120338,0.263061108877029
"164","2020-08-02",0.273564032343313,0.265907589201362
"165","2020-08-03",0.259207329646358,0.253692032464944
"166","2020-08-04",0.232622612626584,0.229011265250563
"167","2020-08-05",0.221049124591726,0.220128387319702
"168","2020-08-06",0.188239792938126,0.188777620917949
"169","2020-08-07",0.16049148450579,0.162003052262921
"170","2020-08-08",0.132720106146764,0.134714428884639
"171","2020-08-09",0.110700882793045,0.113041641663695
"172","2020-08-10",0.0996970096616147,0.102371738006536
"173","2020-08-11",0.0949692046391887,0.0978975509920326
"174","2020-08-12",0.0900864366649404,0.0932900206626682
"175","2020-08-13",0.104422877789194,0.108670544728162
"176","2020-08-14",0.108318660568044,0.113410079731724
"177","2020-08-15",0.109597601060839,0.115309872761845
"178","2020-08-16",0.117539978770162,0.124198738506246
"179","2020-08-17",0.122375013320061,0.129527458231231
"180","2020-08-18",0.119398215400454,0.126467077091815
"181","2020-08-19",0.115824084506517,0.122202918678952
"182","2020-08-20",0.107121435945221,0.112738097031557
"183","2020-08-21",0.118081348190255,0.12457365349963
"184","2020-08-22",0.147551954889222,0.157004313795289
"185","2020-08-23",0.157655130227483,0.168939054864642
"186","2020-08-24",0.183115868796253,0.197874260409522
"187","2020-08-25",0.191041966799954,0.207937094533238
"188","2020-08-26",0.191175116083659,0.210396018316029
"189","2020-08-27",0.189659546046149,0.21067034020538
"190","2020-08-28",0.175755836125605,0.196910023772911
"191","2020-08-29",0.142868175724893,0.160252608601263
"192","2020-08-30",0.13058155119265,0.146653475214849
"193","2020-08-31",0.107848962186134,0.121488114203992
"194","2020-09-01",0.0999082508171154,0.113057807779763
"195","2020-09-02",0.102057870501593,0.112674596691547
"196","2020-09-03",0.11231408913394,0.124324361873614
"197","2020-09-04",0.135499546930192,0.150019014707981
"198","2020-09-05",0.16641218939677,0.184792925140713
"199","2020-09-06",0.182330249953689,0.202484068316938
"200","2020-09-07",0.188401116448664,0.208241291979006
"201","2020-09-08",0.196208132130716,0.214220839509835
"202","2020-09-09",0.184010302309255,0.204339685402136
"203","2020-09-10",0.163798914745849,0.180206551750891
"204","2020-09-11",0.139687606661927,0.151928802233484
"205","2020-09-12",0.106559796252844,0.114196219202678
"206","2020-09-13",0.0892155008687147,0.0945008820416084
"207","2020-09-14",0.0957472424287723,0.100361477903697
"208","2020-09-15",0.0880290379991421,0.091684758191478
"209","2020-09-16",0.0887810750954692,0.0912758233056518
"210","2020-09-17",0.091806449109215,0.0935620132483035
"211","2020-09-18",0.102618420245889,0.103450676576618
"212","2020-09-19",0.113783589334573,0.114378747170215
"213","2020-09-20",0.144020144184662,0.144655890249706
"214","2020-09-21",0.134817520807649,0.135714194889919
"215","2020-09-22",0.135963946493638,0.137747848967123
"216","2020-09-23",0.142140201753312,0.145733157955183
"217","2020-09-24",0.155871367318229,0.161293146062253
"218","2020-09-25",0.185100729496959,0.193357733058887
"219","2020-09-26",0.203545562600577,0.213847045063703
"220","2020-09-27",0.195126419800652,0.205808993958963
"221","2020-09-28",0.1971925730082,0.208663546683763
"222","2020-09-29",0.200133146223461,0.212585512268483
"223","2020-09-30",0.207094950556701,0.220708273735132
"224","2020-10-01",0.217649247346652,0.231768464949526
"225","2020-10-02",0.216716570197158,0.230581565623915
"226","2020-10-03",0.267038993207038,0.283797052474623
"227","2020-10-04",0.279332188927809,0.297341134193969
"228","2020-10-05",0.290781526433382,0.311047218530729
"229","2020-10-06",0.302696388985825,0.324979785197043
"230","2020-10-07",0.321454459187862,0.345682284967999
"231","2020-10-08",0.318673435349016,0.342837986703767
"232","2020-10-09",0.330212087744518,0.354029139999756
"233","2020-10-10",0.304271324485045,0.324774244060244
"234","2020-10-11",0.315476544810119,0.334983296554317
"235","2020-10-12",0.344065994400155,0.36125946366318
"236","2020-10-13",0.355788116122674,0.368401893986517
"237","2020-10-14",0.364329062283444,0.373837307280343
"238","2020-10-15",0.365056901484773,0.366570025090723
"239","2020-10-16",0.348686007829678,0.34812526380076
"240","2020-10-17",0.330274783520035,0.329281263048793
"241","2020-10-18",0.351964662759496,0.349922549420261
"242","2020-10-19",0.40724316267817,0.404552864479008
"243","2020-10-20",0.401820153615238,0.398090606556785
"244","2020-10-21",0.379804748286726,0.374309981224268
"245","2020-10-22",0.373894615221483,0.369886312336261
"246","2020-10-23",0.363869382833892,0.359540079768746
"247","2020-10-24",0.361394886952979,0.355451047373481
"248","2020-10-25",0.331202749879043,0.324102844400003
"249","2020-10-26",0.285011188164373,0.278173246270372
"250","2020-10-27",0.287990863202412,0.282285117692271
"251","2020-10-28",0.288128156649389,0.283141775489416
"252","2020-10-29",0.293936203462211,0.284413870209641
"253","2020-10-30",0.307007835974246,0.294452468576107
"254","2020-10-31",0.403000478453724,0.383531443094629
"255","2020-11-01",0.518511889984429,0.488700630872916
"256","2020-11-02",0.668858077342689,0.619190587542299
"257","2020-11-03",0.824366215135064,0.751618420219441
"258","2020-11-04",0.978234160847418,0.876148438776126
"259","2020-11-05",1.04755971325626,0.94101220103327
"260","2020-11-06",1.07245072936898,0.956179560905719
"261","2020-11-07",1.00805638247529,0.889455463190186
"262","2020-11-08",0.897220976963779,0.785637815504196
"263","2020-11-09",0.736612459073333,0.643097252457875
"264","2020-11-10",0.601082791241235,0.517145872892906
"265","2020-11-11",0.443896587362857,0.373190202375773
"266","2020-11-12",0.373174691820214,0.307755645182123
"267","2020-11-13",0.33531684388119,0.271246691176659
"268","2020-11-14",0.288860082815223,0.230133059447769
"269","2020-11-15",0.260266038112804,0.204330086125744
"270","2020-11-16",0.224167348026877,0.173521539326233
"271","2020-11-17",0.177296797135992,0.135696093754122
"272","2020-11-18",0.163283729381146,0.123971671988182
"273","2020-11-19",0.139131289476833,0.103615898277318
"274","2020-11-20",0.115199589337547,0.0853252795066856
"275","2020-11-21",0.0911574061250886,0.0668167043699856
"276","2020-11-22",0.0726685039710389,0.0528270363255587
"277","2020-11-23",0.058754795780661,0.0423178418916549
"278","2020-11-24",0.0553496960574293,0.0387685085385108
"279","2020-11-25",0.0474102874796132,0.0321370149902114
"280","2020-11-26",0.0409425684598652,0.0269976131986973
"281","2020-11-27",0.0309832566411373,0.0200621645242244
"282","2020-11-28",0.0291529049098852,0.018611273990195
"283","2020-11-29",0.0245887384623749,0.015350046886676
"284","2020-11-30",0.017526859261615,0.0107099483127622
"285","2020-12-01",0.0123427533307033,0.00755064156611897
"286","2020-12-02",0.00930447260203691,0.00568095018513141
"287","2020-12-03",0.00966792565987292,0.00578201145841991
"288","2020-12-04",0.00892178747943007,0.00527223016845668
"289","2020-12-05",0.0083144457602013,0.00486099829306006
"290","2020-12-06",0.00872575692384476,0.00508111510275795
"291","2020-12-07",0.00939080512787352,0.00544756772486258
"292","2020-12-08",0.00980226970931537,0.005631844049907
"293","2020-12-09",0.0104889902310832,0.00596872778184413
"294","2020-12-10",0.0104199319737346,0.00594588963138778
"295","2020-12-11",0.0109878095492254,0.00631303476445689
"296","2020-12-12",0.0118630379718735,0.00683310987179914
"297","2020-12-13",0.0136821081680161,0.00790292529119475
"298","2020-12-14",0.016402745984979,0.00950535782330352
"299","2020-12-15",0.0199413927471791,0.011677720289468
"300","2020-12-16",0.0215358511048236,0.0126724859029759
"301","2020-12-17",0.0279071058299564,0.0165454965605319
"302","2020-12-18",0.0400332296488682,0.0239774535456119
"303","2020-12-19",0.0481214558128203,0.0290576991608345
"304","2020-12-20",0.0702376013399929,0.0423405161661397
"305","2020-12-21",0.0983212108297606,0.0595993081720163
"306","2020-12-22",0.134745360081925,0.0818176576322757
"307","2020-12-23",0.205514158227794,0.12515560586083
"308","2020-12-24",0.227795059181531,0.138639327233011
"309","2020-12-25",0.232994530647069,0.142332079280915
"310","2020-12-26",0.252432963255458,0.146071622111053
"311","2020-12-27",0.243540544162495,0.143294782991544
"312","2020-12-28",0.233456491091853,0.139074319719784
"313","2020-12-29",0.207755391181372,0.12559618979043
"314","2020-12-30",0.151895103751116,0.0937322985947601
"315","2020-12-31",0.13217124330842,0.0851638662827023
"316","2021-01-01",0.117851807797635,0.0771799463572038
"317","2021-01-02",0.104336214019255,0.0731665153396741
"318","2021-01-03",0.0976334173911463,0.0694743458005619
"319","2021-01-04",0.0890305288463841,0.0642704119943774
"320","2021-01-05",0.0857068206252224,0.0629740484697158
"321","2021-01-06",0.0776019617140074,0.0579168779687707
"322","2021-01-07",0.0734756805854221,0.0548618914872381
"323","2021-01-08",0.0902098635292846,0.0679208472688215
"324","2021-01-09",0.0905415439345743,0.0690931760697791
"325","2021-01-10",0.11354189143616,0.0881780231981966
"326","2021-01-11",0.129084685572563,0.0941693856302553
"327","2021-01-12",0.156339357789257,0.0998657530368111
"328","2021-01-13",0.182500799870813,0.102901772430016
"329","2021-01-14",0.222141774395041,0.117121303771145
"330","2021-01-15",0.222972883538634,0.110964048156455
"331","2021-01-16",0.22697121357025,0.107155889165865
"332","2021-01-17",0.205671668580494,0.0922416446678559
"333","2021-01-18",0.196045122741989,0.0888300455748314
"334","2021-01-19",0.168527048295371,0.0766220262721211
"335","2021-01-20",0.145113409982433,0.0688820780706817
"336","2021-01-21",0.119822273841243,0.0565768987495494
"337","2021-01-22",0.132103972059728,0.0639903552659033
"338","2021-01-23",0.141867799931006,0.0665470001602895
"339","2021-01-24",0.166986769553411,0.0697629828475077
"340","2021-01-25",0.188605490752563,0.0844671614881177
"341","2021-01-26",0.21213831026327,0.111054405422822
"342","2021-01-27",0.228454749274417,0.125651977037658
"343","2021-01-28",0.227767175942708,0.127297680141466
"344","2021-01-29",0.226023682844815,0.127043299398849
"345","2021-01-30",0.215888336960458,0.126151045289523
"346","2021-01-31",0.197650434154796,0.125644364151039
"347","2021-02-01",0.184442476624842,0.116957985733553
"348","2021-02-02",0.170305337289855,0.107098770507159
"349","2021-02-03",0.179550403412659,0.114674811936323
"350","2021-02-04",0.175161438618995,0.111534582249131
"351","2021-02-05",0.196589479803226,0.123822485658592
"352","2021-02-06",0.247055785641028,0.153962644634084
"353","2021-02-07",0.277747434576757,0.171248865193044
"354","2021-02-08",0.271399841119156,0.16582087190599
"355","2021-02-09",0.274391772160228,0.166040621149447
"356","2021-02-10",0.265864948870563,0.1595374170943
"357","2021-02-11",0.275623853452675,0.166956055491827
"358","2021-02-12",0.266286888654875,0.162117631583608
"359","2021-02-13",0.26363466536218,0.161894819819339
"360","2021-02-14",0.342354306979266,0.212168142951197
"361","2021-02-15",0.407090069155734,0.255044420714246
"362","2021-02-16",0.455148897267134,0.288497521845724
"363","2021-02-17",0.464672478331016,0.298717073473044
"364","2021-02-18",0.465999148157607,0.302918466675839
"365","2021-02-19",0.514391401105405,0.339062666706182
"366","2021-02-20",0.631972129872944,0.421918781032624
"367","2021-02-21",0.563453828333659,0.379815026433543
"368","2021-02-22",0.556111716072594,0.37921711887738
"369","2021-02-23",0.530308239163125,0.367188671581685
"370","2021-02-24",0.514857940863139,0.365094171709984
"371","2021-02-25",0.534808071321631,0.382718478843151
"372","2021-02-26",0.492176998363873,0.353798924166736
"373","2021-02-27",0.382679752006511,0.275371663669371
"374","2021-02-28",0.458322333867222,0.330807707068343
"375","2021-03-01",0.478637060471654,0.348582579848558
"376","2021-03-02",0.556208276419743,0.406121716181998
"377","2021-03-03",0.567283383908611,0.411155419445045
"378","2021-03-04",0.599598249236029,0.447069020319658
"379","2021-03-05",0.608435147098744,0.453995681199355
"380","2021-03-06",0.58650111580996,0.43918639881113
"381","2021-03-07",0.480547355621424,0.36163346070068
"382","2021-03-08",0.40653630296525,0.305400856444513
"383","2021-03-09",0.297982057918848,0.224838408979449
"384","2021-03-10",0.283281104653488,0.216733170048053
"385","2021-03-11",0.24396800378659,0.185798563275588
"386","2021-03-12",0.261916768372302,0.199924276442681
"387","2021-03-13",0.262308490671487,0.200627987398713
"388","2021-03-14",0.259088935196404,0.198787836164692
"389","2021-03-15",0.254950016127993,0.196159583021189
"390","2021-03-16",0.260754180876565,0.20124209452969
"391","2021-03-17",0.280106248239755,0.216099112289948
"392","2021-03-18",0.271683156599154,0.211340109696795
"393","2021-03-19",0.237354972925306,0.184462596999469
"394","2021-03-20",0.213915644030285,0.165725251618189
"395","2021-03-21",0.238271642011235,0.183602888229372
"396","2021-03-22",0.258690064545841,0.197801286557544
"397","2021-03-23",0.276986362782605,0.209006560737966
"398","2021-03-24",0.258343576387736,0.190254227055911
"399","2021-03-25",0.270325715221811,0.193905738898871
"400","2021-03-26",0.269081015975586,0.190524735368771
"401","2021-03-27",0.275866987023529,0.192556845923976
"402","2021-03-28",0.255635880752171,0.176840033304407
"403","2021-03-29",0.247231083895939,0.169650474322626
"404","2021-03-30",0.229105385571506,0.156303252956065
"405","2021-03-31",0.227660814805758,0.156267777124396
"406","2021-04-01",0.207200868844894,0.141391829081662
"407","2021-04-02",0.208040059420516,0.147708442188566
"408","2021-04-03",0.229777195682358,0.15077690405294
"409","2021-04-04",0.255267313228726,0.163931366171237
"410","2021-04-05",0.288930629323483,0.181642038391939
"411","2021-04-06",0.362263746595459,0.225138046743855
"412","2021-04-07",0.437856142884653,0.262744961169569
"413","2021-04-08",0.584003310805615,0.340821948499174
"414","2021-04-09",0.588424699457932,0.346016539749202
"415","2021-04-10",0.571770242044923,0.338598836704868
"416","2021-04-11",0.565370339964407,0.337303406273826
"417","2021-04-12",0.552022450403806,0.331582987311125
"418","2021-04-13",0.482710808194412,0.292935516763025
"419","2021-04-14",0.4125279668602,0.25332332172313
"420","2021-04-15",0.258059481986266,0.160654140532544
"421","2021-04-16",0.234853205145642,0.147378534197232
"422","2021-04-17",0.215935956192545,0.137243605528483
"423","2021-04-18",0.203307516767717,0.131023811204103
"424","2021-04-19",0.200500904940338,0.131471307668022
"425","2021-04-20",0.195798458976094,0.129674122670333
"426","2021-04-21",0.206418498064334,0.135190635840429
"427","2021-04-22",0.272442884069692,0.171199216308193
"428","2021-04-23",0.302245358844171,0.1780860495673
"429","2021-04-24",0.321138071209882,0.187946383867493
"430","2021-04-25",0.332101728554329,0.193321838260513
"431","2021-04-26",0.304865579151557,0.176672091816933
"432","2021-04-27",0.31997165368178,0.185249221407504
"433","2021-04-28",0.300594514750554,0.177612096893202
"434","2021-04-29",0.248652442289373,0.153386079838856
"435","2021-04-30",0.222430884402708,0.147220193277446
"436","2021-05-01",0.221315485054254,0.148987777881503
"437","2021-05-02",0.202934494965624,0.138527641935871
"438","2021-05-03",0.226019089943756,0.155574013506225
"439","2021-05-04",0.221857129325552,0.154287597586719
"440","2021-05-05",0.223537279229739,0.158435924341574
"441","2021-05-06",0.208524169603905,0.149871001849154
"442","2021-05-07",0.190258830733205,0.138350397459266
"443","2021-05-08",0.159407519569489,0.11689938988674
"444","2021-05-09",0.144584713275849,0.106587260485269
"445","2021-05-10",0.107217819259092,0.0794602199122933
"446","2021-05-11",0.0848315812671455,0.0633662480700647
"447","2021-05-12",0.0713359879682212,0.0538203824163425
"448","2021-05-13",0.0613262664339405,0.0471625271562617
"449","2021-05-14",0.0603364782042201,0.0469225708783938
"450","2021-05-15",0.0625993059965954,0.0491688165255544
"451","2021-05-16",0.06643023721893,0.052884298418514
"452","2021-05-17",0.0749357796333071,0.0603982383844456
"453","2021-05-18",0.0772135664496911,0.0638666499633874
"454","2021-05-19",0.0936131945903376,0.0763264674488843
"455","2021-05-20",0.122326357971328,0.103036240256135
"456","2021-05-21",0.140782005162738,0.120087050403816
"457","2021-05-22",0.16064345634807,0.138256315408918
"458","2021-05-23",0.172651140583269,0.149811861128968
"459","2021-05-24",0.181897124251194,0.159625120651809
"460","2021-05-25",0.180898326848241,0.15920750991836
"461","2021-05-26",0.168978099617302,0.15633336496696
"462","2021-05-27",0.14825526540121,0.138428059237473
"463","2021-05-28",0.131071684251276,0.122357289701198
"464","2021-05-29",0.121930317540313,0.113375785996638
"465","2021-05-30",0.114744778313982,0.107053131398674
"466","2021-05-31",0.119765857900306,0.112096199012441
"467","2021-06-01",0.132136788115294,0.123414411765112
"468","2021-06-02",0.144498765743979,0.134731238970567
"469","2021-06-03",0.156476430774214,0.145118796617243
"470","2021-06-04",0.163858548945989,0.153080334882564
"471","2021-06-05",0.151734979564409,0.143669491242502
"472","2021-06-06",0.13626877995981,0.12973705580692
"473","2021-06-07",0.110465332099002,0.10594504562162
"474","2021-06-08",0.0942143217779435,0.0915415191513411
"475","2021-06-09",0.07840533338486,0.0770958043064483
"476","2021-06-10",0.0632091237756939,0.0631737782656642
"477","2021-06-11",0.0533227802691563,0.0532660840068701
"478","2021-06-12",0.046299115504835,0.0465257921948271
"479","2021-06-13",0.0443056214267049,0.0448092587968003
"480","2021-06-14",0.0427840434958189,0.043505784115281
"481","2021-06-15",0.0403602860333727,0.0413624566459606
"482","2021-06-16",0.0426824187646864,0.0441037433095504
"483","2021-06-17",0.0420426210879528,0.043820165947298
"484","2021-06-18",0.0457603958721227,0.0485112493839783
"485","2021-06-19",0.0524913142036656,0.0566579461749954
"486","2021-06-20",0.0631790125422084,0.0681144538525974
"487","2021-06-21",0.069769230083621,0.0761615154211192
"488","2021-06-22",0.0876852662063831,0.0963782761283703
"489","2021-06-23",0.119289466262063,0.131291690703259
"490","2021-06-24",0.137599088944,0.151171975403223
"491","2021-06-25",0.150245127985228,0.165096092329792
"492","2021-06-26",0.194960262915073,0.213060134997256
"493","2021-06-27",0.207596412061901,0.230050294190204
"494","2021-06-28",0.238414709644805,0.264393641465346
"495","2021-06-29",0.281855470538403,0.31271691891662
"496","2021-06-30",0.322208552957575,0.358704918480537
"497","2021-07-01",0.33686184852911,0.377881309582552
"498","2021-07-02",0.371186050612929,0.418944817443424
"499","2021-07-03",0.332017229713142,0.376664060902996
"500","2021-07-04",0.320496482787605,0.364527466926984
"501","2021-07-05",0.302929178368251,0.345130922251826
"502","2021-07-06",0.275879781603461,0.315996642988341
"503","2021-07-07",0.212616244337276,0.244579408432412
"504","2021-07-08",0.19886482567545,0.228229449342637
"505","2021-07-09",0.163189444469802,0.187737133394251
"506","2021-07-10",0.179645852272652,0.207344309699588
"507","2021-07-11",0.189422577789208,0.219525304590117
"508","2021-07-12",0.195252422395954,0.227455922438349
"509","2021-07-13",0.221952629771373,0.260622213452153
"510","2021-07-14",0.317599980072762,0.374500933237309
"511","2021-07-15",0.412736278067986,0.491981643457039
"512","2021-07-16",0.450538868761188,0.540556534739674
"513","2021-07-17",0.473557291388631,0.569019676228416
"514","2021-07-18",0.519587316686616,0.62759361409158
"515","2021-07-19",0.557496787812486,0.677838727078817
"516","2021-07-20",0.522933877807203,0.63581075614988
"517","2021-07-21",0.456551457975879,0.558922407443772
"518","2021-07-22",0.367155122325273,0.451991933059788
"519","2021-07-23",0.347255979388198,0.431223183889937
"520","2021-07-24",0.330655713924141,0.414296763780201
"521","2021-07-25",0.28363000993632,0.357106389938966
"522","2021-07-26",0.234820927688533,0.296833780106393
"523","2021-07-27",0.218027618375508,0.278022589591923
"524","2021-07-28",0.19006449183098,0.243927217269008
"525","2021-07-29",0.177759249927925,0.229087051957623
"526","2021-07-30",0.162648121213105,0.20941675863058
"527","2021-07-31",0.160240901572841,0.207317062276957
